Merkki,Vuosi,Ajettu,Hinta,Date
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active *MERKKIHUOLLETTU*1.OM.*SUOMI-AUTO*|2019|67 000|27 950 €|10-2021",2019,67 000,27 950 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style | (TEHTY MYYNTIVARAUS!)|2019|41 500|27 900 €|11-2021",2019,41 500,27 900 €,11-2021
Toyota Corolla (1.8) / Kamera + Tutka / Adapt. Cruise / MirrorLink / Takuu voimassa|2019|46 000|25 890 €|11-2021,2019,46 000,25 890 €,11-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Style - *Toyota Approved - 12 kk maksuton vaihtoautoturva ilman kilometrirajoitusta*|2019|59 300|25 700 €|11-2021",2019,59 300,25 700 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / Plus-paketti / Alv-väh.kelp. ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2019|34 000|25 980 €(incl. VAT)|11-2021",2019,34 000,25 980 €(incl. VAT),11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business|2019|26 000|28 490 €|11-2021",2019,26 000,28 490 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style / LOHKO + SISÄ.P /|2019|30 000|28 460 €|11-2021",2019,30 000,28 460 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style / 1-Omisteinen Suomi-auto / Navi / Käsiraha alk.0€|2019|62 000|26 780 €|11-2021",2019,62 000,26 780 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active, 1 omistaja, Tehdastakuu voimassa|2019|31 500|27 900 €|11-2021",2019,31 500,27 900 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active ** Suomi-auto / Tehdastakuu **|2019|76 000|25 980 €|11-2021",2019,76 000,25 980 €,11-2021
"Toyota Corolla (2) Hatchback 2,0 Hybrid Style - Huippuvarusteet, keyless, kamera, tutkat, vetokoukku, pysäköintiavustin, Kuolleenkulman var|2019|11 000|27 800 €|11-2021",2019,11 000,27 800 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / Plus-paketti ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2019|32 000|25 960 €|11-2021",2019,32 000,25 960 €,11-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active - LED-ajovalot, Peruutuskamera, Vakionopeudensäädin, Navigaattori|2019|199 000|18 900 €|11-2021",2019,199 000,18 900 €,11-2021
Toyota Corolla (1.8)|2019|83 000|22 990 €|11-2021,2019,83 000,22 990 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2019|25 000|27 260 €(incl. VAT)|11-2021",2019,25 000,27 260 €(incl. VAT),11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style|2019|79 000|27 880 €|11-2021",2019,79 000,27 880 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style|2019|37 000|28 700 €|11-2021",2019,37 000,28 700 €,11-2021
Toyota Corolla (1.8)|2019|42 000|25 450 €|11-2021,2019,42 000,25 450 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / Plus-paketti / Lohkol. + sisäp. *** Korkotarjous 1%+ kulut|2019|35 000|26 460 €|11-2021",2019,35 000,26 460 €,11-2021
Toyota Corolla (2)|2019|42 000|27 900 €|11-2021,2019,42 000,27 900 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active ** Tulossa Porvooseen / Kysy myyjiltämme lisää **|2019|46 000|24 900 €|11-2021",2019,46 000,24 900 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business *** Korkotarjous 1%+ kulut|2019|30 000|27 880 €|11-2021",2019,30 000,27 880 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active /SIS ALV /Täydellinen huoltokirja /Vähän ajettu!! - Hieno Plus-paketillinen vaihtoehto|2019|7 000|27 990 €(incl. VAT)|11-2021",2019,7 000,27 990 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / Sähkökontti / Navi / Kamera / Avaimeton / Suomi-auto /|2019|79 000|25 480 €|11-2021",2019,79 000,25 480 €,11-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Premium / Huippuvarusteet / 1-omisteinen Suomi-auto / Webasto / HUD / Adapt.vakkari / Navi / Kamera /|2019|27 000|26 900 €|11-2021",2019,27 000,26 900 €,11-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Style|2019|47 000|26 500 €|11-2021",2019,47 000,26 500 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2019|31 000|27 890 €|11-2021",2019,31 000,27 890 €,11-2021
Toyota Corolla (1.8)|2019|40 000|25 800 €|11-2021,2019,40 000,25 800 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Life|2019|26 000|24 900 €|11-2021",2019,26 000,24 900 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2019|27 000|25 600 €|11-2021",2019,27 000,25 600 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2019|67 000|24 250 €|11-2021",2019,67 000,24 250 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active ** Adapt.vakkari / Sporttipenkit / Peruutuskamera / Navi ** **|2019|46 000|24 900 €|11-2021",2019,46 000,24 900 €,11-2021
Toyota Corolla (1.8)|2019|55 100|25 000 €|11-2021,2019,55 100,25 000 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Premium|2019|98 743|25 880 €|11-2021",2019,98 743,25 880 €,11-2021
Toyota Corolla (1.8)|2019|34 000|23 800 €|11-2021,2019,34 000,23 800 €,11-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Premium
**LASIKATTO**HYBRID TECHNOLOGY PAKETTI** *** Korkotarjous 1.9% + kulut|2020|10 000|38 880 €(incl. VAT)|05-2021",2020,10 000,38 880 €(incl. VAT),05-2021
"Toyota Corolla (1.8) Toyota COROLLA Hatchback 1,8 Hybrid Active|2020|11 000|25 980 €(incl. VAT)|08-2021",2020,11 000,25 980 €(incl. VAT),08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active - Suomi-auto, Adaptiivinen vakionopeudensäädin, Sähköluukku, Lämmitettävä ratti - vaiht|2020|14 000|26 380 €(incl. VAT)|06-2021",2020,14 000,26 380 €(incl. VAT),06-2021
Toyota Corolla (1.8)|2020|26 332|24 900 €|07-2021,2020,26 332,24 900 €,07-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active|2020|8 000|26 790 €(incl. VAT)|07-2021",2020,8 000,26 790 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Toyota COROLLA Hatchback 1,8 Hybrid Active (Plus paketti Navi, Bi-led)|2020|10 000|27 400 €|05-2021",2020,10 000,27 400 €,05-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid TREK **Navi, Tutkat, Multi-Led**|2020|20 000|30 980 €(incl. VAT)|07-2021",2020,20 000,30 980 €(incl. VAT),07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition *NOPEAAN TOIMITUKSEEN*HUIPPUSIISTI*|2020|3 000|30 850 €(incl. VAT)|07-2021",2020,3 000,30 850 €(incl. VAT),07-2021
Toyota Corolla (1.8)|2020|19 000|25 450 €|06-2021,2020,19 000,25 450 €,06-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid TREK|2020|1 000|34 900 €|06-2021",2020,1 000,34 900 €,06-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active|2020|15 000|26 480 €|06-2021",2020,15 000,26 480 €,06-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active|2020|8 700|26 450 €(incl. VAT)|05-2021",2020,8 700,26 450 €(incl. VAT),05-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition|2020|8 000|27 900 €|07-2021",2020,8 000,27 900 €,07-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active|2020|7 000|26 500 €(incl. VAT)|06-2021",2020,7 000,26 500 €(incl. VAT),06-2021
"Toyota Corolla (1.8) Toyota COROLLA Hatchback 1,8 Hybrid Active Edition **Äänieristetty**122hv|2020|6 000|25 890 €|07-2021",2020,6 000,25 890 €,07-2021
"Toyota Corolla (1.8) Toyota COROLLA Hatchback 1,8 Hybrid Active Edition *Äänieristetty*122hv|2020|9 000|26 890 €|08-2021",2020,9 000,26 890 €,08-2021
Toyota Corolla (1.8)|2020|15 000|28 990 €(incl. VAT)|09-2021,2020,15 000,28 990 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|8 000|30 900 €|06-2021",2020,8 000,30 900 €,06-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Business **Navigointi** *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|25 290 €|06-2021",2020,15 000,25 290 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid TREK - Korko 1,99% + kulut|2020|17 551|28 900 €|07-2021",2020,17 551,28 900 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Autom Style versio, Peruutuskamera, BI-Tone ajovalot, 2-väri maalaus *** T|2020|26 000|27 400 €|06-2021",2020,26 000,27 400 €,06-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport/ Es.auto/ 184hv/ Techonlogy-pak/|2020|14 000|36 800 €(incl. VAT)|06-2021",2020,14 000,36 800 €(incl. VAT),06-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active**NAVI / PERUUTUSKAMERA** *** VELOITUKSETON KOTIINTOIMITUS / KYSY LISÄÄ!|2020|11 000|25 900 €|05-2021",2020,11 000,25 900 €,05-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active (MY20)|2020|14 000|27 800 €(incl. VAT)|07-2021",2020,14 000,27 800 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business **Navigointi** *** Korkotarjous 1.9% + kulut|2020|15 000|29 930 €|05-2021",2020,15 000,29 930 €,05-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI /|2020|7 000|28 980 €|08-2021",2020,7 000,28 980 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active|2020|11 000|27 480 €|06-2021",2020,11 000,27 480 €,06-2021
"Toyota Corolla (1.8) Toyota COROLLA Sedan 1,8 Hybrid Active Edition|2020|6 000|26 990 €|07-2021",2020,6 000,26 990 €,07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S|2020|300|26 900 €(incl. VAT)|07-2021",2020,300,26 900 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business ALV / Juuri merkkihuollettu 79tkm ja katsastettu Suomi-auto hyvillä  /|2020|79 000|24 390 €(incl. VAT)|06-2021",2020,79 000,24 390 €(incl. VAT),06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid TREK Business. KOROTETTU ALUSTA!|2020|8 000|32 790 €|07-2021",2020,8 000,32 790 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi|2020|15 000|26 990 €|07-2021",2020,15 000,26 990 €,07-2021
Toyota Corolla (1.2)|2020|9 274|23 400 €(incl. VAT)|07-2021,2020,9 274,23 400 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition #1.Omistaja #Bi-Led ajovalot #Navigointi|2020|16 000|26 990 €|07-2021",2020,16 000,26 990 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|19 500|27 490 €|08-2021",2020,19 500,27 490 €,08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport Business **Suomi-Auto**|2020|5 000|35 900 €|06-2021",2020,5 000,35 900 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active,   Minimihyvitys 1500e|2020|18 000|27 450 €|07-2021",2020,18 000,27 450 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business Navigointi *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|13 000|27 890 €|07-2021",2020,13 000,27 890 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business|2020|12 000|27 490 €|06-2021",2020,12 000,27 490 €,06-2021
"Toyota Corolla (1.8) Toyota COROLLA Hatchback 1,8 Hybrid Active *Tehdastakuu*|2020|12 000|25 950 €|10-2021",2020,12 000,25 950 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / JUUR HUOLLETTU|2020|20 000|27 490 €|07-2021",2020,20 000,27 490 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|10 000|27 790 €|06-2021",2020,10 000,27 790 €,06-2021
Toyota Corolla (1.8)|2020|16 380|28 900 €|06-2021,2020,16 380,28 900 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|14 000|27 790 €|08-2021",2020,14 000,27 790 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition Tehdas takuu|2020|6 000|27 850 €|07-2021",2020,6 000,27 850 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI  / *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|12 000|28 480 €|07-2021",2020,12 000,28 480 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|27 490 €|06-2021",2020,15 000,27 490 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|15 000|29 960 €|08-2021",2020,15 000,29 960 €,08-2021
"Toyota Corolla (1.8) Toyota COROLLA Sedan 1,8 Hybrid Active + Plus -paketti|2020|7 000|27 990 €|06-2021",2020,7 000,27 990 €,06-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Business / Navi *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|16 000|25 890 €(incl. VAT)|08-2021",2020,16 000,25 890 €(incl. VAT),08-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
Toyota Corolla (1.8)|2020|13 000|26 780 €(incl. VAT)|06-2021,2020,13 000,26 780 €(incl. VAT),06-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport - #JBL #Technology-paketti #Mukautuva iskunvaimennus (AVS) #Bi-LED|2020|10 000|33 990 €(incl. VAT)|07-2021",2020,10 000,33 990 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|15 000|26 960 €|06-2021",2020,15 000,26 960 €,06-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style|2020|15 000|31 900 €|06-2021",2020,15 000,31 900 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition **Plus-paketti** *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|9 000|27 890 €(incl. VAT)|07-2021",2020,9 000,27 890 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|27 000|26 900 €(incl. VAT)|08-2021",2020,27 000,26 900 €(incl. VAT),08-2021
"Toyota Corolla (1.2) Toyota COROLLA Hatchback 1,2 T Turbo Edition|2020|14 000|23 900 €|06-2021",2020,14 000,23 900 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business , navigointi|2020|5 000|29 480 €(incl. VAT)|07-2021",2020,5 000,29 480 €(incl. VAT),07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active **PLUS-paketilla, 1.om**|2020|19 000|27 900 €|07-2021",2020,19 000,27 900 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|27 790 €|07-2021",2020,15 000,27 790 €,07-2021
"Toyota Corolla (1.8) Toyota COROLLA Sedan 1,8 Hybrid Style Plus 122hv|2020|18 000|28 990 €|08-2021",2020,18 000,28 990 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|14 000|27 490 €|08-2021",2020,14 000,27 490 €,08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition - 2.0 Hybrid, navigointi, tehokas ja adaptiivinen vakionopeudensäädin!|2020|6 500|28 480 €|07-2021",2020,6 500,28 480 €,07-2021
"Toyota Corolla (1.2) Hatchback, 1.2 T fwd Active / Kaistavahti / Android & Apple carplay / Ratinlämmitin / LED|2020|23 000|21 890 €(incl. VAT)|07-2021",2020,23 000,21 890 €(incl. VAT),07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition|2020|3 000|30 850 €|09-2021",2020,3 000,30 850 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid ActiveEdt A (Navi,Bi-Led,Vetokoukku)|2020|2 000|28 400 €|07-2021",2020,2 000,28 400 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|27 890 €|08-2021",2020,15 000,27 890 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi|2020|14 000|27 490 €|09-2021",2020,14 000,27 490 €,09-2021
Toyota Corolla (1.8)|2020|27 525|26 400 €|08-2021,2020,27 525,26 400 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|12 000|27 790 €|07-2021",2020,12 000,27 790 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition / NAVI /|2020|9 000|31 780 €|08-2021",2020,9 000,31 780 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|20 000|27 750 €|07-2021",2020,20 000,27 750 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Premium ** PANORAMA/  JBL / KAHDET RENKAAT **|2020|5 000|37 990 €|09-2021",2020,5 000,37 990 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|3 000|28 900 €|08-2021",2020,3 000,28 900 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition navi, 1.om Kuin uusi!|2020|22 000|26 900 €|07-2021",2020,22 000,26 900 €,07-2021
"Toyota Corolla (2) Toyota COROLLA Touring Sports 2,0 Hybrid TREK + Adventure -paketti|2020|36 000|33 490 €|06-2021",2020,36 000,33 490 €,06-2021
Toyota Corolla (1.8)|2020|8 512|26 800 €|06-2021,2020,8 512,26 800 €,06-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition / Plus-paketti|2020|9 954|30 900 €|06-2021",2020,9 954,30 900 €,06-2021
Toyota Corolla (1.8)|2020|17 900|29 900 €(incl. VAT)|08-2021,2020,17 900,29 900 €(incl. VAT),08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|28 290 €|07-2021",2020,15 000,28 290 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|16 000|26 940 €|07-2021",2020,16 000,26 940 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Life Business  Suomi-auto / Navi / P-kamera / Adpat.vakkari / Suomi auto|2020|19 900|26 400 €(incl. VAT)|08-2021",2020,19 900,26 400 €(incl. VAT),08-2021
"Toyota Corolla (2) Hatchback 2,0 Hybrid Premium PANORAMA Nordic Light *KUUMAT KESÄPÄIVÄT! KORKO alk. 0,99%!!* SILMITÖN KULTAMUNA*|2020|19 000|34 790 €|06-2021",2020,19 000,34 790 €,06-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style, Plus-paketilla, ES.auto, Tehdastakuu,|2020|6 000|30 400 €(incl. VAT)|08-2021",2020,6 000,30 400 €(incl. VAT),08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition / Plus-paketti|2020|9 686|30 900 €(incl. VAT)|06-2021",2020,9 686,30 900 €(incl. VAT),06-2021
Toyota Corolla (1.8)|2020|1 000|28 900 €(incl. VAT)|07-2021,2020,1 000,28 900 €(incl. VAT),07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Life *** Tehdastakuu, J. kotiintoimitus|2020|16 000|22 700 €|06-2021",2020,16 000,22 700 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style - #matriisityyppiset Multi-LED-ajovalot #Sähkö takaluukku #Tutkat #Kamera|2020|11 000|29 990 €(incl. VAT)|05-2021",2020,11 000,29 990 €(incl. VAT),05-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition Plus paketilla, 184hv,|2020|16 000|31 400 €(incl. VAT)|06-2021",2020,16 000,31 400 €(incl. VAT),06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|3 000|28 900 €(incl. VAT)|08-2021",2020,3 000,28 900 €(incl. VAT),08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|11 000|26 490 €|08-2021",2020,11 000,26 490 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style|2020|16 000|28 800 €|06-2021",2020,16 000,28 800 €,06-2021
Toyota Corolla (1.8)|2020|5 000|27 900 €|07-2021,2020,5 000,27 900 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active - Lämmitettävä ohjauspyörä, Mirrorlink, Peruutuskamera, Hybridi|2020|151 000|19 900 €(incl. VAT)|08-2021",2020,151 000,19 900 €(incl. VAT),08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition|2020|4 000|31 900 €(incl. VAT)|06-2021",2020,4 000,31 900 €(incl. VAT),06-2021
Toyota Corolla (1.8) / Navigointi / Android & Apple Carplay / LEDit|2020|48 000|25 890 €(incl. VAT)|07-2021,2020,48 000,25 890 €(incl. VAT),07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S|2020|16 000|26 700 €|08-2021",2020,16 000,26 700 €,08-2021
Toyota Corolla (1.8)|2020|12 000|27 800 €(incl. VAT)|06-2021,2020,12 000,27 800 €(incl. VAT),06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi / Alv väh. kelp.  / *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk pä|2020|26 900|26 750 €|06-2021",2020,26 900,26 750 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|20 000|27 890 €(incl. VAT)|05-2021",2020,20 000,27 890 €(incl. VAT),05-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Corolla (2) Hatchback 2,0 Hybrid Style - ** RAHOITUSKORKO 1,49% ** - Suomi-auto / Takuu / Helmiäisväri / Plus-paketti|2020|15 000|30 870 €|08-2021",2020,15 000,30 870 €,08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Premium Business *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2020|20 000|34 980 €(incl. VAT)|06-2021",2020,20 000,34 980 €(incl. VAT),06-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition|2020|7 000|27 480 €|06-2021",2020,7 000,27 480 €,06-2021
Toyota Corolla (1.8) / Android & Apple Carplay / LEDit|2020|30 000|26 890 €(incl. VAT)|07-2021,2020,30 000,26 890 €(incl. VAT),07-2021
Toyota Corolla (1.8)|2020|14 000|27 200 €|11-2021,2020,14 000,27 200 €,11-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style|2020|23 000|29 400 €|09-2021",2020,23 000,29 400 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition **SÄHKÖLUUKKU/LED/NAVI/ADAPTIIVIVAKKARI**|2020|30 000|26 900 €|07-2021",2020,30 000,26 900 €,07-2021
Toyota Corolla (1.8)|2020|12 763|27 600 €|07-2021,2020,12 763,27 600 €,07-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid ActiveEdt|2020|49 000|25 500 €(incl. VAT)|08-2021",2020,49 000,25 500 €(incl. VAT),08-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid Active Automaatti / Navigointi / Sähkökontti / Kaistavahti / Ratinlämmitys|2020|9 000|26 880 €|06-2021",2020,9 000,26 880 €,06-2021
Toyota Corolla (1.8)|2020|5 000|26 800 €|06-2021,2020,5 000,26 800 €,06-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid ActiveEdt GR Sport **KORKOTARJOUS 1,9% + KULUT**ILMAINEN KOTIINKULJETUS** **ILM|2020|1 000|29 900 €|07-2021",2020,1 000,29 900 €,07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Life - Katso Automessutarjoukset rinta-jouppi.com|2020|17 000|22 800 €(incl. VAT)|10-2021",2020,17 000,22 800 €(incl. VAT),10-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S Navigointi *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|16 000|23 890 €|08-2021",2020,16 000,23 890 €,08-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S  AUTOMAATTI !|2020|28 000|27 850 €|07-2021",2020,28 000,27 850 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition,  Navigointi *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2020|7 000|27 480 €|06-2021",2020,7 000,27 480 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|27 990 €|06-2021",2020,15 000,27 990 €,06-2021
Toyota Corolla (1.2)|2020|8 400|25 800 €(incl. VAT)|06-2021,2020,8 400,25 800 €(incl. VAT),06-2021
Toyota Corolla (2) Touring Sports 2.0 hybrid Premium Business|2020|26 000|32 900 €|06-2021,2020,26 000,32 900 €,06-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active|2020|6 000|27 900 €|06-2021",2020,6 000,27 900 €,06-2021
