Merkki,Vuosi,Ajettu,Hinta,Date
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active|2018|20 000|22 950 €|09-2021",2018,20 000,22 950 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|35 000|21 500 €|07-2021",2018,35 000,21 500 €,07-2021
"Toyota Auris (1.8) 1.8 VVT-i Hybrid Aut. *** J. autoturva saatavilla, J. kotiintoimitus|2018|23 000|20 800 €|07-2021",2018,23 000,20 800 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|36 000|21 380 €|07-2021",2018,36 000,21 380 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid ActiveEdtion * NAVI, KAMERA *|2018|30 000|21 800 €|07-2021",2018,30 000,21 800 €,07-2021
Toyota Auris (1.8)|2018|29 000|19 500 €|06-2021,2018,29 000,19 500 €,06-2021
"Toyota Auris (1.8) 1,8 Hybrid Active **** Takuuhyvitys vähintään 1000e ****|2018|30 000|19 850 €|07-2021",2018,30 000,19 850 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Black Edition|2018|58 000|22 450 €|08-2021",2018,58 000,22 450 €,08-2021
"Toyota Auris (1.8) *MAHTAVA* Touring Sports 1,8 Hybrid ActiveEdt(18.2|2018|141 000|14 990 €|06-2021",2018,141 000,14 990 €,06-2021
Toyota Auris (1.8)|2018|41 605|23 900 €|06-2021,2018,41 605,23 900 €,06-2021
"Toyota Auris (1.8) 1,8 Hybrid Active **** Tähän autoon 12kk maksuton lisäturva – Toyota Approved Vaihtoautot ****|2018|53 000|17 150 €(incl. VAT)|06-2021",2018,53 000,17 150 €(incl. VAT),06-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition - Led ajovalot, Bluetooth, Navigointijärjestelmä|2018|6 600|23 400 €(incl. VAT)|08-2021",2018,6 600,23 400 €(incl. VAT),08-2021
"Toyota Auris (1.8) Toyota AURIS 1,8 Hybrid Active Edition|2018|36 000|19 990 €|07-2021",2018,36 000,19 990 €,07-2021
"Toyota Auris (1.2) Toyota AURIS 1,2 T Active Edition|2018|5 000|19 990 €|07-2021",2018,5 000,19 990 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition **** Takuuhyvitys vähintään 1000e ****|2018|44 000|20 350 €|07-2021",2018,44 000,20 350 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Black Edition|2018|92 588|19 970 €|07-2021",2018,92 588,19 970 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|32 000|21 950 €|07-2021",2018,32 000,21 950 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|84 000|19 980 €|07-2021",2018,84 000,19 980 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active #Peruutukamera #Lohkol+sisähaara|2018|84 000|17 800 €|06-2021",2018,84 000,17 800 €,06-2021
Toyota Auris (1.8)|2018|92 364|17 500 €|06-2021,2018,92 364,17 500 €,06-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition # Lohko ja sisälämmitin # Kamera # Vakionopeudensäädin#|2018|82 000|17 300 €|06-2021",2018,82 000,17 300 €,06-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition / 1. OMISTAJA / NAVI / *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2018|16 000|19 990 €|07-2021",2018,16 000,19 990 €,07-2021
"Toyota Auris (1.8) Toyota AURIS 1,8 Hybrid Active Edition|2018|68 000|18 900 €|07-2021",2018,68 000,18 900 €,07-2021
"Toyota Auris (1.8) Toyota AURIS 1,8 Hybrid Active Edition **Toyota Approved lisäturva 12kk veloituksetta**|2018|47 000|19 500 €|07-2021",2018,47 000,19 500 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active / 1. OMISTAJA / NAVI / *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2018|92 000|17 990 €|07-2021",2018,92 000,17 990 €,07-2021
"Toyota Auris (1.2) Touring Sports 1,2 T Active Edition Multidrive S - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus|2018|61 046|18 900 €|07-2021",2018,61 046,18 900 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition ** 1.om Suomi-auto / Navi / Pkamera / Merkkihuollettu / Lohkolämmitin **|2018|27 000|20 800 €|07-2021",2018,27 000,20 800 €,07-2021
"Toyota Auris (1.2) 1,2 T Active Edition Multidrive S / Navi / Peruutuskamera / Lohko sisälämmittimellä|2018|61 000|17 190 €|08-2021",2018,61 000,17 190 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|53 000|20 880 €|07-2021",2018,53 000,20 880 €,07-2021
Toyota Auris (1.8) 1.8 Hybrid Active|2018|147 395|14 900 €|08-2021,2018,147 395,14 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / TAAKKATELINEET / VAKIONOPEUDENSÄÄDIN / NAVI / PERUUTUSKAMERA|2018|13 000|22 490 €|08-2021",2018,13 000,22 490 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** - Juuri huoll|2018|123 000|17 490 €|07-2021",2018,123 000,17 490 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active ** 1-OMISTAJA / NAVI / LED / RUOSTESUOJATTU **|2018|46 000|21 490 €|07-2021",2018,46 000,21 490 €,07-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Auris (1.8) Toyota AURIS Touring Sports 1,8 Hybrid ActiveEdt(17.3|2018|39 000|20 790 €|07-2021",2018,39 000,20 790 €,07-2021
"Toyota Auris (1.8) 1,8 Hybrid Premium Business - Peruutuskamera, Lohkolämmitin sisätilapuhaltimella, yms|2018|52 000|19 900 €(incl. VAT)|07-2021",2018,52 000,19 900 €(incl. VAT),07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|46 000|21 450 €|08-2021",2018,46 000,21 450 €,08-2021
Toyota Auris (1.8)|2018|33 185|21 900 €|07-2021,2018,33 185,21 900 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - 1-Omistaja / Merkkiliikkeen huoltokirja / Bluetooth / Kamera / Lämmittimet|2018|41 000|20 980 €|07-2021",2018,41 000,20 980 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|56 000|19 900 €|07-2021",2018,56 000,19 900 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition// Navi, Vetokoukku, Isofix - ""Hullut avajaistarjoukset!""|2018|50 000|19 750 €|07-2021",2018,50 000,19 750 €,07-2021
Toyota Auris (1.8)|2018|33 185|21 900 €|07-2021,2018,33 185,21 900 €,07-2021
Toyota Auris (1.8) 1.8 HYBRID ACTIVE 5-OV. NAVI PERUUTUSKAMERA KAISTAVAHTI VAKKARI MONITOIMIRATTI|2018|113 000|16 400 €(incl. VAT)|08-2021,2018,113 000,16 400 €(incl. VAT),08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Lounge Aut // Led-ajovalot / Pysäköintiavustin / Osanahkaverhoilu //|2018|55 000|18 900 €|07-2021",2018,55 000,18 900 €,07-2021
Toyota Auris (1.8) Touring Sports 1.8 Hybrid Active|2018|70 000|18 640 €|07-2021,2018,70 000,18 640 €,07-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition / Merkkihuollettu! / P-Kamera / 2x Hyvät renkaat / Kaistavahti / Liikennemerkkien  /  /|2018|55 000|19 180 €(incl. VAT)|07-2021",2018,55 000,19 180 €(incl. VAT),07-2021
"Toyota Auris (1.8) 1,8 Hybrid Active|2018|38 000|20 880 €|07-2021",2018,38 000,20 880 €,07-2021
"Toyota Auris (1.2) Touring Sports 1,2 T Active Multidrive S|2018|60 000|19 900 €|08-2021",2018,60 000,19 900 €,08-2021
"Toyota Auris (1.8) 1.8 Hybrid Active *Metalliväri / lohkolämmitin / Suomi-auto* - ""Hullut avajaistarjoukset!""|2018|31 000|20 750 €|08-2021",2018,31 000,20 750 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Business // Navigointi / Cruise / Kaistavahti //|2018|78 000|19 290 €(incl. VAT)|07-2021",2018,78 000,19 290 €(incl. VAT),07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|46 000|19 900 €|07-2021",2018,46 000,19 900 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition /1.omistaja/lohko+sisähaara/navi/peruutuskamera/vähän ajettu!|2018|15 000|21 990 €|08-2021",2018,15 000,21 990 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Premium - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen**|2018|46 802|22 890 €|07-2021",2018,46 802,22 890 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition * Navi *  Huolettu ( 01.2021 )* *** J. kotiintoimitus|2018|75 000|17 950 €|07-2021",2018,75 000,17 950 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid ActiveEdt(18.2|2018|21 000|22 600 €|07-2021",2018,21 000,22 600 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|36 000|21 950 €|07-2021",2018,36 000,21 950 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - Navi, AutoAc, Cruise, P-Kamera!|2018|38 000|21 590 €|08-2021",2018,38 000,21 590 €,08-2021
"Toyota Auris (1.8) Toyota AURIS 1,8 Hybrid Active Edition (MY18.3)|2018|31 000|20 950 €|07-2021",2018,31 000,20 950 €,07-2021
Toyota Auris (1.8) Touring Sports 1.8 Hybrid Active Edition - Suomi-auto / Lämpöpaketti / Peruutuskamera / 100% merkkihuollettu|2018|100 000|18 250 €|08-2021,2018,100 000,18 250 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active - Pysäköintiavustin, vetokoukku, navi!|2018|54 000|19 490 €|07-2021",2018,54 000,19 490 €,07-2021
Toyota Auris (1.2)|2018|80 050|17 990 €|08-2021,2018,80 050,17 990 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|77 000|17 900 €|07-2021",2018,77 000,17 900 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2018|61 000|18 980 €|07-2021",2018,61 000,18 980 €,07-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition *Navi* *Lohko + sis. lämppäri* *P. Kamera* *** ., 6kk korotonta!, J. kotii|2018|12 000|22 450 €|09-2021",2018,12 000,22 450 €,09-2021
"Toyota Auris (1.2) Toyota AURIS TS 1,2 T Active Edition Aut **Toyota Approved lisäturva 12kk veloituksetta**|2018|45 000|19 400 €|07-2021",2018,45 000,19 400 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Premium - Korko 1,99% + kulut|2018|73 000|20 490 €|07-2021",2018,73 000,20 490 €,07-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|66 000|19 990 €|07-2021",2018,66 000,19 990 €,07-2021
Toyota Auris (1.8) Touring 1.8 Hybrid Active|2018|181 000|14 900 €(incl. VAT)|08-2021,2018,181 000,14 900 €(incl. VAT),08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - *Merkkihuollettu*1-om*Kaistavahti*Navi*|2018|34 870|21 490 €|08-2021",2018,34 870,21 490 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|59 000|20 900 €|08-2021",2018,59 000,20 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid|2018|92 000|18 430 €|10-2021",2018,92 000,18 430 €,10-2021
Toyota Auris (1.2)|2018|49 000|18 890 €|08-2021,2018,49 000,18 890 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI /|2018|20 000|21 490 €|08-2021",2018,20 000,21 490 €,08-2021
"Toyota Auris (1.8) Toyota AURIS 1,8 Hybrid Active Edition ***Toyota Approved lisäturva 12kk veloituksetta***|2018|56 000|19 500 €|08-2021",2018,56 000,19 500 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / LOHKO+SISÄ / TÄYDELLINEN HUOLTOKIRJA / 1 OM / PERUUTUSKAMERA / NAVI|2018|45 000|19 990 €|08-2021",2018,45 000,19 990 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Cool / Tulossa myyntiin / Lohkolämmitin / Peruutuskamera / Kaistavahti /|2018|8 000|22 390 €(incl. VAT)|08-2021",2018,8 000,22 390 €(incl. VAT),08-2021
Toyota Auris (1.8) Touring 1.8 Hybrid Active|2018|181 000|14 900 €(incl. VAT)|08-2021,2018,181 000,14 900 €(incl. VAT),08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition/NAVI ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2018|31 000|21 890 €|10-2021",2018,31 000,21 890 €,10-2021
Toyota Auris (1.2) TOYOTA AURIS Viistoperä (AB) 4ov 1197cm3|2018|14 000|18 900 €|10-2021,2018,14 000,18 900 €,10-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / Led / 1.om / Lohko+sisä / Navi / p.kamera|2018|53 000|19 900 €|08-2021",2018,53 000,19 900 €,08-2021
Toyota Auris (1.8)|2018|23 000|19 900 €(Tax free)|08-2021,2018,23 000,19 900 €(Tax free),08-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition** Navigointi- Led-ajovalot- Peruutuskamera** **** Tähän autoon 12kk maksuton lisäturva – Toyot|2018|53 000|17 900 €|08-2021",2018,53 000,17 900 €,08-2021
"Toyota Auris (1.8) Toyota AURIS 1,8 Hybrid Active Edition (MY18.2)|2018|34 000|21 900 €|08-2021",2018,34 000,21 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Edition *Toyota Approved vaihtoautoturva*|2018|83 000|18 800 €|08-2021",2018,83 000,18 800 €,08-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / TAAKKATELINEET / VAKIONOPEUDENSÄÄDIN / NAVI / PERUUTUSKAMERA|2018|13 000|22 490 €|10-2021",2018,13 000,22 490 €,10-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|48 600|22 850 €|10-2021",2018,48 600,22 850 €,10-2021
"Toyota Auris (1.8) Toyota AURIS Touring Sports 1,8 Hybrid Active Edition|2018|161 000|16 390 €|09-2021",2018,161 000,16 390 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition ** 1-om Suomiauto / P-kamera / Kaistavahti / Navi / Merkkihuollettu / LED-ajovalot **|2018|68 000|18 900 €|08-2021",2018,68 000,18 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Comfort / Navigointi / Peruutuskamera / Vakkari /|2018|121 000|17 580 €(incl. VAT)|10-2021",2018,121 000,17 580 €(incl. VAT),10-2021
Toyota Auris (1.8)|2018|22 000|23 900 €|08-2021,2018,22 000,23 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suo|2018|35 084|21 490 €|09-2021",2018,35 084,21 490 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition **WEBASTO/VETOKOUKKU/NAVI/VAIHTOAUTOTURVA**|2018|64 000|20 400 €|08-2021",2018,64 000,20 400 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Aut Black Edition // Navigointi / Kaistavahti / Peruutuskamera //|2018|57 000|18 900 €|08-2021",2018,57 000,18 900 €,08-2021
Toyota Auris (1.8) 1.8 Hybrid Active Edition  KORKO: 1.99% + KASKO 3kk 0e!|2018|65 000|20 470 €|09-2021,2018,65 000,20 470 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition - KAMERA, NAVI, LED-VALOT, Haltsonen p. 0400-521220, soita!|2018|56 000|19 490 €|08-2021",2018,56 000,19 490 €,08-2021
"Toyota Auris (1.8) 1,8 Hybrid Edition #Helmiäsväri #Vakionopeudensäädin|2018|59 000|19 900 €|08-2021",2018,59 000,19 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Premium|2018|85 000|17 900 €|08-2021",2018,85 000,17 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition * Peruutuskamera - Navigointi * **** Tähän autoon 12kk maksuton lisäturva – Toy|2018|35 377|21 450 €|09-2021",2018,35 377,21 450 €,09-2021
Toyota Auris (1.8)|2018|72 000|19 900 €|08-2021,2018,72 000,19 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition/Per.kamera/Navi/Lohko ja sis.pist/|2018|51 000|19 690 €|08-2021",2018,51 000,19 690 €,08-2021
Toyota Auris (1.8)|2018|49 000|19 800 €|08-2021,2018,49 000,19 800 €,08-2021
"Toyota Auris (1.8) Toyota AURIS Touring Sports 1,8 Hybrid Active Edition|2018|38 000|21 450 €|08-2021",2018,38 000,21 450 €,08-2021
"Toyota Auris (1.8) Touring 1.8 Hybrid Active - Eber, P-Kamera, Vakkari|2018|195 000|14 900 €(incl. VAT)|08-2021",2018,195 000,14 900 €(incl. VAT),08-2021
Toyota Auris (1.8) / Alvillinen / Ledit / Tutka ja Kamera /|2018|17 000|22 890 €(incl. VAT)|08-2021,2018,17 000,22 890 €(incl. VAT),08-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition|2018|23 000|20 900 €|08-2021",2018,23 000,20 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2018|41 000|21 490 €|09-2021",2018,41 000,21 490 €,09-2021
Toyota Auris (1.8)|2018|230 700|13 900 €(incl. VAT)|10-2021,2018,230 700,13 900 €(incl. VAT),10-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi / Lohkol. + sisäp.|2018|58 000|19 880 €|08-2021",2018,58 000,19 880 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition Navi Kamera Kaistavahti Vetokoukku|2018|66 000|20 900 €|08-2021",2018,66 000,20 900 €,08-2021
Toyota Auris (1.8)|2018|56 000|20 900 €(incl. VAT)|08-2021,2018,56 000,20 900 €(incl. VAT),08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active|2018|48 600|21 900 €|09-2021",2018,48 600,21 900 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|36 000|20 900 €|08-2021",2018,36 000,20 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|40 000|20 900 €|08-2021",2018,40 000,20 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi / Lohkol. + sisäp. ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä|2018|45 000|20 980 €|09-2021",2018,45 000,20 980 €,09-2021
Toyota Auris (1.8) HYBRID TOURING SPORTS ACTIVE PLUS KAISTAVAHTI VAKKARI PERUUTUSKAMERA LEDIT AUTOMAATTI-ILMASTOINTI HUOLTOKIRJA|2018|48 000|20 900 €|10-2021,2018,48 000,20 900 €,10-2021
"Toyota Auris (1.8) Toyota AURIS Touring Sports 1,8 Hybrid Edition|2018|50 000|20 900 €|09-2021",2018,50 000,20 900 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active *** 6kk korotonta!, J. kotiintoimitus|2018|69 000|18 480 €|09-2021",2018,69 000,18 480 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - Vähän ajettu Hybridi Auris-farkku merkkiliikkeen huoltokirjalla!|2018|53 000|21 980 €|08-2021",2018,53 000,21 980 €,08-2021
"Toyota Auris (1.8) 1,8 Hybrid Edition #Helmiäsväri #Vakionopeudensäädin|2018|59 000|19 900 €|08-2021",2018,59 000,19 900 €,08-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition ** Suomi-auto / Navi,Kamera ym.**|2018|36 000|21 490 €|09-2021",2018,36 000,21 490 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition|2018|58 000|18 600 €|08-2021",2018,58 000,18 600 €,08-2021
"Toyota Auris (1.8) 1,8 Hybrid Black Edition / 1-om. / Suomiauto / Tutkat / LED valot / NAVI|2018|53 000|19 990 €|09-2021",2018,53 000,19 990 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition**1-Omisteinen / Suomi-auto / Navi, Kamera ym. / Toyota Turva 12kk**|2018|37 000|21 890 €|09-2021",2018,37 000,21 890 €,09-2021
Toyota Auris (1.3)|2018|145 000|13 900 €|11-2021,2018,145 000,13 900 €,11-2021
Toyota Auris (1.8)|2018|91 000|17 900 €|08-2021,2018,91 000,17 900 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Premium|2018|41 000|23 450 €|11-2021",2018,41 000,23 450 €,11-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition|2018|45 000|20 850 €|09-2021",2018,45 000,20 850 €,09-2021
"Toyota Auris (1.8) Toyota AURIS 1,8 Hybrid Active Edition **KOTIIN TOIMITUS VELOITUKSETTA**|2018|55 000|19 900 €|09-2021",2018,55 000,19 900 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid / 2xrenkaat / Peruutuskamera /|2018|118 000|18 850 €|09-2021",2018,118 000,18 850 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Edition /1.omistaja /täyd.huoltokirja /aut.ilmastointi /vak.nop.säädin|2018|55 600|16 990 €|08-2021",2018,55 600,16 990 €,08-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition *HUIPPUVARUSTELTU*1.OM.*SUOMI-AUTO*|2018|94 000|19 950 €|09-2021",2018,94 000,19 950 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid ActiveEdit Led,navi,p-kamera koukku  Kuntotarkastettu|2018|156 000|18 800 €(incl. VAT)|11-2021",2018,156 000,18 800 €(incl. VAT),11-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|51 000|20 980 €|09-2021",2018,51 000,20 980 €,09-2021
Toyota Auris (1.8)|2018|19 000|21 690 €|09-2021,2018,19 000,21 690 €,09-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Auris (1.2) 1.2T TOURING SPORTS ACTIVE 6MT AAC, *HUOM! AJ. VAIN 33TKM* 100% H-KIRJA, UPEA AUTO OIKEAAN HINTAAN JOPA ILMAN K-RAHAA|2018|33 000|18 890 €|09-2021",2018,33 000,18 890 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Edition - Suomi-auto, Lohkolämmitin, Vetokoukku|2018|90 000|18 900 €|09-2021",2018,90 000,18 900 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Edition S+ Aut // Vetokoukku / Navigointi / Vakkari //|2018|52 000|20 200 €|09-2021",2018,52 000,20 200 €,09-2021
"Toyota Auris (1.8) Toyota AURIS Touring Sports 1,8 Hybrid ActiveEdt(18.2|2018|19 000|22 950 €|09-2021",2018,19 000,22 950 €,09-2021
Toyota Auris (1.8)|2018|37 000|19 500 €|09-2021,2018,37 000,19 500 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition *** J. autoturva saatavilla, 6kk korotonta!, J. kotiintoimitus|2018|39 000|21 480 €|09-2021",2018,39 000,21 480 €,09-2021
"Toyota Auris (1.8) Toyota AURIS Touring Sports 1,8 Hybrid Premium|2018|87 000|20 950 €|09-2021",2018,87 000,20 950 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid ActiveEdt / LED-ajovalot / Peruutuskamera / Navigointi|2018|124 000|17 900 €(incl. VAT)|09-2021",2018,124 000,17 900 €(incl. VAT),09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active|2018|65 000|18 480 €|09-2021",2018,65 000,18 480 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suo|2018|179 600|15 400 €|09-2021",2018,179 600,15 400 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition - Automaattivaihteisto, 1. omistajalta, kahdet renkaat, navigaattori|2018|48 900|21 900 €|09-2021",2018,48 900,21 900 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition|2018|60 000|20 450 €|09-2021",2018,60 000,20 450 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition**TUTKAT / NAVI / 1 OMISTAJA**|2018|67 000|19 900 €|09-2021",2018,67 000,19 900 €,09-2021
Toyota Auris (1.8)|2018|118 000|17 500 €|10-2021,2018,118 000,17 500 €,10-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition *MERKKIHUOLLETTU*SUOMI-AUTO*1.OM.*|2018|43 000|21 950 €|09-2021",2018,43 000,21 950 €,09-2021
"Toyota Auris (1.8) Toyota AURIS Touring Sports 1,8 Hybrid Active Edition *Toyota Approved lisäturva 12kk veloituksetta*|2018|78 000|19 900 €|09-2021",2018,78 000,19 900 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition** 1-Omisteinen / Suomi-auto / Alvillinen**|2018|151 000|15 490 €|09-2021",2018,151 000,15 490 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Active Edition / Navigointi / BT-Audio / Aut. ilmastointi /|2018|231 560|13 890 €(incl. VAT)|09-2021",2018,231 560,13 890 €(incl. VAT),09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Black Edition|2018|45 000|21 900 €|09-2021",2018,45 000,21 900 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Team D / Peruutuskamera / Kaistavahti / Merkkihuollettu /|2018|51 000|20 960 €|11-2021",2018,51 000,20 960 €,11-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Black Edition|2018|82 000|21 880 €|10-2021",2018,82 000,21 880 €,10-2021
"Toyota Auris (1.8) 1,8 Hybrid HB Team D Aut // Navigointi / Vetokoukku / Vakkari //|2018|53 000|20 900 €|09-2021",2018,53 000,20 900 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Black Edition (MY17.3)|2018|49 800|19 750 €|09-2021",2018,49 800,19 750 €,09-2021
"Toyota Auris (1.8) 1,8 Hybrid Active Edition ** Suomi-auto / Kaistavahti / P-kamera / Navi / LED-ajovalot / Merkkihuollettu **|2018|16 500|21 900 €|09-2021",2018,16 500,21 900 €,09-2021
"Toyota Auris (1.8) Touring Sports 1,8 Hybrid Style *Panorama kattoikkuna - Navigointi - Peruutuskamera * **** Tähän autoon 12kk maksuton li|2018|37 165|22 800 €|09-2021",2018,37 165,22 800 €,09-2021
